Device ID, Warm?, Sync, Arm, Timestamp, Orientation_W, Orientation_X, Orientation_Y, Orientation_Z, Acc_X, Acc_Y, Acc_Z, Gyro_X, Gyro_Y, Gyro_Z, Pose, EMG_1, EMG_2, EMG_3, EMG_4, EMG_5, EMG_6, EMG_7, EMG_8,Locked, RSSI, Roll, Pitch, Yaw 
1757856854048,cold,True,right,2025-02-21 12:30:12 816656,0.93402099609375,-0.26666259765625,-0.1925048828125,0.13946533203125,0.30224609375,-0.4951171875,0.7724609375,-3.0,0.75,-0.6875,rest,-12,-37,-12,-14,-7,-4,-4,-21,False,0,-0.6135178270552889,-0.28924308004710836,0.3886453908248413
1757856854048,cold,True,right,2025-02-21 12:30:12 822879,0.933837890625,-0.266845703125,-0.19317626953125,0.13916015625,0.3056640625,-0.494140625,0.76416015625,-4.9375,-1.5625,-0.4375,rest,-30,6,19,-5,-27,-10,-5,7,False,0,-0.6142141713939664,-0.29059471930413244,0.3885972793377073
1757856854048,cold,True,right,2025-02-21 12:30:12 822879,0.933837890625,-0.266845703125,-0.19317626953125,0.13916015625,0.3056640625,-0.494140625,0.76416015625,-4.9375,-1.5625,-0.4375,rest,-22,-9,-15,32,24,5,4,-21,False,0,-0.6142141713939664,-0.29059471930413244,0.3885972793377073
1757856854048,cold,True,right,2025-02-21 12:30:12 839266,0.933837890625,-0.266845703125,-0.19317626953125,0.13916015625,0.3056640625,-0.494140625,0.76416015625,-4.9375,-1.5625,-0.4375,rest,22,23,8,-15,5,2,-2,13,False,0,-0.6142141713939664,-0.29059471930413244,0.3885972793377073
1757856854048,cold,True,right,2025-02-21 12:30:12 839266,0.933837890625,-0.266845703125,-0.19317626953125,0.13916015625,0.3056640625,-0.494140625,0.76416015625,-4.9375,-1.5625,-0.4375,rest,-15,1,-12,-4,-9,-1,2,4,False,0,-0.6142141713939664,-0.29059471930413244,0.3885972793377073
1757856854048,cold,True,right,2025-02-21 12:30:12 847262,0.93359375,-0.2674560546875,-0.1939697265625,0.13873291015625,0.2998046875,-0.513671875,0.76904296875,-6.5625,-2.625,-1.4375,rest,-1,-20,-2,-8,3,-3,-1,5,False,0,-0.6158847803554433,-0.29210420822208844,0.38854785476849857
1757856854048,cold,True,right,2025-02-21 12:30:12 847262,0.93359375,-0.2674560546875,-0.1939697265625,0.13873291015625,0.2998046875,-0.513671875,0.76904296875,-6.5625,-2.625,-1.4375,rest,-8,6,4,6,-25,-9,-9,-1,False,0,-0.6158847803554433,-0.29210420822208844,0.38854785476849857
1757856854048,cold,True,right,2025-02-21 12:30:12 861049,0.93359375,-0.2674560546875,-0.1939697265625,0.13873291015625,0.2998046875,-0.513671875,0.76904296875,-6.5625,-2.625,-1.4375,rest,-1,-20,3,-29,4,4,6,2,False,0,-0.6158847803554433,-0.29210420822208844,0.38854785476849857
1757856854048,cold,True,right,2025-02-21 12:30:12 861049,0.93359375,-0.2674560546875,-0.1939697265625,0.13873291015625,0.2998046875,-0.513671875,0.76904296875,-6.5625,-2.625,-1.4375,rest,4,36,-1,17,29,12,13,-4,False,0,-0.6158847803554433,-0.29210420822208844,0.38854785476849857
1757856854048,cold,True,right,2025-02-21 12:30:12 863976,0.933349609375,-0.26763916015625,-0.19482421875,0.13848876953125,0.2978515625,-0.53271484375,0.78173828125,-3.3125,-4.0,-1.5,rest,32,-8,24,9,4,1,-7,-11,False,0,-0.6167052628501698,-0.293754764470907,0.3887620504615949
1757856854048,cold,True,right,2025-02-21 12:30:12 863976,0.933349609375,-0.26763916015625,-0.19482421875,0.13848876953125,0.2978515625,-0.53271484375,0.78173828125,-3.3125,-4.0,-1.5,rest,-55,-56,-11,-10,-12,-4,-3,2,False,0,-0.6167052628501698,-0.293754764470907,0.3887620504615949
1757856854048,cold,True,right,2025-02-21 12:30:12 875988,0.933349609375,-0.26763916015625,-0.19482421875,0.13848876953125,0.2978515625,-0.53271484375,0.78173828125,-3.3125,-4.0,-1.5,rest,5,35,-28,4,-15,-9,-2,2,False,0,-0.6167052628501698,-0.293754764470907,0.3887620504615949
1757856854048,cold,True,right,2025-02-21 12:30:12 875988,0.933349609375,-0.26763916015625,-0.19482421875,0.13848876953125,0.2978515625,-0.53271484375,0.78173828125,-3.3125,-4.0,-1.5,rest,6,-29,-10,-22,-12,-9,-8,-13,False,0,-0.6167052628501698,-0.293754764470907,0.3887620504615949
